Major,Requirement,Course Code,Course Title,Credits
"Landscape and Urban Studies, B.A.",Social and Cultural Studies,PL 420,Urban and Regional Economics,
"Landscape and Urban Studies, B.A.",Social and Cultural Studies,GEOG 104,Introduction to Human Geography,
"Landscape and Urban Studies, B.A.",Social and Cultural Studies,ST 139,Global Environmental Issues,
"Landscape and Urban Studies, B.A.",Social and Cultural Studies,HISTORY 469,The Making of the American Landscape,
"Landscape and Urban Studies, B.A.",Social and Cultural Studies,GEOG 460,American Environmental History,
"Landscape and Urban Studies, B.A.",Social and Cultural Studies,HISTORY 264,Dimensions of Material Culture,
"Landscape and Urban Studies, B.A.",Social and Cultural Studies,CHICLA 475,Latino Urbanism: Design and Engagement in the American City,
"Landscape and Urban Studies, B.A.",Social and Cultural Studies,ARC 525,Social Justice and the Urban Landscape,
"Landscape and Urban Studies, B.A.",Social and Cultural Studies,SCI 104,Introduction to American Politics and Government,
"Landscape and Urban Studies, B.A.",Social and Cultural Studies,SOC 140,Introduction to Community and Environmental Sociology,
"Landscape and Urban Studies, B.A.",Social and Cultural Studies,EST 420,Urban and Regional Economics,
"Landscape and Urban Studies, B.A.",Social and Cultural Studies,ARC 463,Evolution of American Planning,
"Landscape and Urban Studies, B.A.",Social and Cultural Studies,AFFR 240,Evidence-Based Policy Making,
"Landscape and Urban Studies, B.A.",Social and Cultural Studies,AFFR 380,Analytic Tools for Public Policy,
"Landscape and Urban Studies, B.A.",Technology,ARC 311,Introduction to Design Frameworks and Spatial Technologies,
"Landscape and Urban Studies, B.A.",Technology,ARC 460,Advanced Visual Communication in Landscape Architecture,
"Landscape and Urban Studies, B.A.",Technology,PL 532,Applications of Geographic Information Systems in Planning,
"Landscape and Urban Studies, B.A.",Technology,SCI 695,Applications of Geographic Information Systems in Natural Resources,
"Landscape and Urban Studies, B.A.",CAPSTONE,ARC 525,Social Justice and the Urban Landscape,
"Landscape and Urban Studies, B.A.",CAPSTONE,ARC 677,Cultural Resource Preservation and Landscape History,
"Landscape and Urban Studies, B.A.",CAPSTONE,ARC 668,Restoration Ecology,
"Landscape and Urban Studies, B.A.",CAPSTONE,PL 601,Site Planning,
"Landscape and Urban Studies, B.A.",CAPSTONE,PL 611,Urban Design: Theory and Practice,
"Landscape and Urban Studies, B.A.",Electives 1,SCI 370,Grassland Ecology,
"Landscape and Urban Studies, B.A.",Electives 1,IND 354,Archaeology of Wisconsin,
"Landscape and Urban Studies, B.A.",Electives 1,BOTANY 474,Ethnobotany,
"Landscape and Urban Studies, B.A.",Electives 1,HIST 457,History of American Vernacular Architecture and Landscapes,
"Landscape and Urban Studies, B.A.",Electives 1,BOTANY 400,Plant Systematics,
"Landscape and Urban Studies, B.A.",Electives 1,ECOL 455,The Vegetation of Wisconsin,
"Landscape and Urban Studies, B.A.",Electives 1,DS 221,Person and Environment Interactions,
"Landscape and Urban Studies, B.A.",Electives 1,ZOOLOGY 360,Extinction of Species,
"Landscape and Urban Studies, B.A.",Electives 1,ZOOLOGY 651,Conservation Biology,
"Landscape and Urban Studies, B.A.",Electives 1,ST 309,"People, Land and Food: Comparative Study of Agriculture Systems",
"Landscape and Urban Studies, B.A.",Electives 1,ST 439,US Environmental Policy and Regulation,
"Landscape and Urban Studies, B.A.",Electives 1,HISTORY 460,American Environmental History,
"Landscape and Urban Studies, B.A.",Electives 1,PL 506,Historical Geography of European Urbanization,
"Landscape and Urban Studies, B.A.",Electives 1,FOLKLORE 439,Foodways,
"Landscape and Urban Studies, B.A.",Electives 1,ARC 210,Introduction to Landscape Architecture Design,
"Landscape and Urban Studies, B.A.",Electives 1,ARC 321,Environment and Behavior Studio - Designing Health Promoting Environments,
"Landscape and Urban Studies, B.A.",Electives 1,ST 361,Wetlands Ecology,
"Landscape and Urban Studies, B.A.",Electives 1,CHICLA 475,Latino Urbanism: Design and Engagement in the American City,
"Landscape and Urban Studies, B.A.",Electives 1,ARC 525,Social Justice and the Urban Landscape,
"Landscape and Urban Studies, B.A.",Electives 1,ST 581,Prescribed Fire: Ecology and Implementation,
"Landscape and Urban Studies, B.A.",Electives 1,ARC 668,Restoration Ecology,
"Landscape and Urban Studies, B.A.",Electives 1,ARC 677,Cultural Resource Preservation and Landscape History,
"Landscape and Urban Studies, B.A.",Electives 1,PL 306,The Real Estate Process,
"Landscape and Urban Studies, B.A.",Electives 1,PL 420,Urban and Regional Economics,
"Landscape and Urban Studies, B.A.",Electives 1,PATH 323,Soil Biology,
"Landscape and Urban Studies, B.A.",Electives 1,PL 411,Marketplaces and Entrepreneurship,
"Landscape and Urban Studies, B.A.",Electives 1,SCI 449,Government and Natural Resources,
"Landscape and Urban Studies, B.A.",Electives 1,PL 512,Gentrification and Urban Restructuring,
"Landscape and Urban Studies, B.A.",Electives 1,PL 550,Transportation and the Built Environment,
"Landscape and Urban Studies, B.A.",Electives 1,PL 551,Climate Action Planning: Sustainable Transportation,
"Landscape and Urban Studies, B.A.",Electives 1,PL 601,Site Planning,
"Landscape and Urban Studies, B.A.",Electives 1,PL 611,Urban Design: Theory and Practice,
"Landscape and Urban Studies, B.A.",Electives 1,SOC 617,Community Development,
"Landscape and Urban Studies, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ARC 211,Shaping the Built Environment,3
"Landscape and Urban Studies, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,PL 215,Welcome to Your Urban Future,3
"Landscape and Urban Studies, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ARC 250,Survey of Landscape Architecture Design,3
"Landscape and Urban Studies, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ARC 260,History of Landscape Architecture,3
"Landscape and Urban Studies, B.S.",introductory courses,ARC 211,Shaping the Built Environment,3
"Landscape and Urban Studies, B.S.",introductory courses,PL 215,Welcome to Your Urban Future,3
"Landscape and Urban Studies, B.S.",introductory courses,ARC 250,Survey of Landscape Architecture Design,3
"Landscape and Urban Studies, B.S.",introductory courses,ARC 260,History of Landscape Architecture,3
"Landscape and Urban Studies, B.S.",Biological and Physical Environment,BOTANY 100,Survey of Botany,
"Landscape and Urban Studies, B.S.",Biological and Physical Environment,ZOOLOGY 260,Introductory Ecology,
"Landscape and Urban Studies, B.S.",Biological and Physical Environment,GEOG 338,Environmental Biogeography,
"Landscape and Urban Studies, B.S.",Biological and Physical Environment,ST 339,Environmental Conservation,
"Landscape and Urban Studies, B.S.",Biological and Physical Environment,GEOG 230,Soil: Ecosystem and Resource,
"Landscape and Urban Studies, B.S.",Social and Cultural Studies,HIST 457,History of American Vernacular Architecture and Landscapes,
"Landscape and Urban Studies, B.S.",Social and Cultural Studies,DS 221,Person and Environment Interactions,
"Landscape and Urban Studies, B.S.",Social and Cultural Studies,ECON 101,Principles of Microeconomics,
"Landscape and Urban Studies, B.S.",Social and Cultural Studies,PL 420,Urban and Regional Economics,
"Landscape and Urban Studies, B.S.",Social and Cultural Studies,GEOG 104,Introduction to Human Geography,
"Landscape and Urban Studies, B.S.",Social and Cultural Studies,ST 139,Global Environmental Issues,
"Landscape and Urban Studies, B.S.",Social and Cultural Studies,HISTORY 469,The Making of the American Landscape,
"Landscape and Urban Studies, B.S.",Social and Cultural Studies,GEOG 460,American Environmental History,
"Landscape and Urban Studies, B.S.",Social and Cultural Studies,HISTORY 264,Dimensions of Material Culture,
"Landscape and Urban Studies, B.S.",Social and Cultural Studies,CHICLA 475,Latino Urbanism: Design and Engagement in the American City,
"Landscape and Urban Studies, B.S.",Social and Cultural Studies,ARC 525,Social Justice and the Urban Landscape,
"Landscape and Urban Studies, B.S.",Social and Cultural Studies,SCI 104,Introduction to American Politics and Government,
"Landscape and Urban Studies, B.S.",Social and Cultural Studies,SOC 140,Introduction to Community and Environmental Sociology,
"Landscape and Urban Studies, B.S.",Social and Cultural Studies,EST 420,Urban and Regional Economics,
"Landscape and Urban Studies, B.S.",Social and Cultural Studies,ARC 463,Evolution of American Planning,
"Landscape and Urban Studies, B.S.",Social and Cultural Studies,AFFR 240,Evidence-Based Policy Making,
"Landscape and Urban Studies, B.S.",Social and Cultural Studies,AFFR 380,Analytic Tools for Public Policy,
"Landscape and Urban Studies, B.S.",Technology,ARC 311,Introduction to Design Frameworks and Spatial Technologies,
"Landscape and Urban Studies, B.S.",Technology,ARC 460,Advanced Visual Communication in Landscape Architecture,
"Landscape and Urban Studies, B.S.",Technology,PL 532,Applications of Geographic Information Systems in Planning,
"Landscape and Urban Studies, B.S.",Technology,SCI 695,Applications of Geographic Information Systems in Natural Resources,
"Landscape and Urban Studies, B.S.",CAPSTONE,ARC 525,Social Justice and the Urban Landscape,
"Landscape and Urban Studies, B.S.",CAPSTONE,ARC 677,Cultural Resource Preservation and Landscape History,
"Landscape and Urban Studies, B.S.",CAPSTONE,ARC 668,Restoration Ecology,
"Landscape and Urban Studies, B.S.",CAPSTONE,PL 601,Site Planning,
"Landscape and Urban Studies, B.S.",CAPSTONE,PL 611,Urban Design: Theory and Practice,
"Landscape and Urban Studies, B.S.",Electives 1,SCI 370,Grassland Ecology,
"Landscape and Urban Studies, B.S.",Electives 1,IND 354,Archaeology of Wisconsin,
"Landscape and Urban Studies, B.S.",Electives 1,BOTANY 474,Ethnobotany,
"Landscape and Urban Studies, B.S.",Electives 1,HIST 457,History of American Vernacular Architecture and Landscapes,
"Landscape and Urban Studies, B.S.",Electives 1,BOTANY 400,Plant Systematics,
"Landscape and Urban Studies, B.S.",Electives 1,ECOL 455,The Vegetation of Wisconsin,
"Landscape and Urban Studies, B.S.",Electives 1,DS 221,Person and Environment Interactions,
"Landscape and Urban Studies, B.S.",Electives 1,ZOOLOGY 360,Extinction of Species,
"Landscape and Urban Studies, B.S.",Electives 1,ZOOLOGY 651,Conservation Biology,
"Landscape and Urban Studies, B.S.",Electives 1,ST 309,"People, Land and Food: Comparative Study of Agriculture Systems",
"Landscape and Urban Studies, B.S.",Electives 1,ST 439,US Environmental Policy and Regulation,
"Landscape and Urban Studies, B.S.",Electives 1,HISTORY 460,American Environmental History,
"Landscape and Urban Studies, B.S.",Electives 1,PL 506,Historical Geography of European Urbanization,
"Landscape and Urban Studies, B.S.",Electives 1,FOLKLORE 439,Foodways,
"Landscape and Urban Studies, B.S.",Electives 1,ARC 210,Introduction to Landscape Architecture Design,
"Landscape and Urban Studies, B.S.",Electives 1,ARC 321,Environment and Behavior Studio - Designing Health Promoting Environments,
"Landscape and Urban Studies, B.S.",Electives 1,ST 361,Wetlands Ecology,
"Landscape and Urban Studies, B.S.",Electives 1,CHICLA 475,Latino Urbanism: Design and Engagement in the American City,
"Landscape and Urban Studies, B.S.",Electives 1,ARC 525,Social Justice and the Urban Landscape,
"Landscape and Urban Studies, B.S.",Electives 1,ST 581,Prescribed Fire: Ecology and Implementation,
"Landscape and Urban Studies, B.S.",Electives 1,ARC 668,Restoration Ecology,
"Landscape and Urban Studies, B.S.",Electives 1,ARC 677,Cultural Resource Preservation and Landscape History,
"Landscape and Urban Studies, B.S.",Electives 1,PL 306,The Real Estate Process,
"Landscape and Urban Studies, B.S.",Electives 1,PL 420,Urban and Regional Economics,
"Landscape and Urban Studies, B.S.",Electives 1,PATH 323,Soil Biology,
"Landscape and Urban Studies, B.S.",Electives 1,PL 411,Marketplaces and Entrepreneurship,
"Landscape and Urban Studies, B.S.",Electives 1,SCI 449,Government and Natural Resources,
"Landscape and Urban Studies, B.S.",Electives 1,PL 512,Gentrification and Urban Restructuring,
"Landscape and Urban Studies, B.S.",Electives 1,PL 550,Transportation and the Built Environment,
"Landscape and Urban Studies, B.S.",Electives 1,PL 551,Climate Action Planning: Sustainable Transportation,
"Landscape and Urban Studies, B.S.",Electives 1,PL 601,Site Planning,
"Landscape and Urban Studies, B.S.",Electives 1,PL 611,Urban Design: Theory and Practice,
"Landscape and Urban Studies, B.S.",Electives 1,SOC 617,Community Development,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,HISTORY 241,Latin America from 1780 to 1940,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,LACIS 242,Modern Latin America,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,SCI 268,The U.S. & Latin America from the Colonial Era to the Present: A Critical Survey,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,SPANISH 260,Latin America: An Introduction,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,MUSIC 318,Cultural Cross Currents: West African Dance/Music in the Americas,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,HISTORY 347,The Caribbean and its Diasporas,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,ANTHRO 237,"Cut 'n' Mix: Music, Race, and Culture in the Caribbean",
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,SCI 302,Mexican-American Politics,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,WS 332,Latinas: Self Identity and Social Change,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,ARTS 347,"Race, Ethnicity, and Media",
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,SPANISH 364,Survey of Latino and Latina Popular Culture,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,CURRIC 292,Globalizing Education,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,POL 260,Introduction to International Education Development,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,ST 335,Globalization and Education,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,WS 424,Women's International Human Rights,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,GEOG 307,"International Migration, Health, and Human Rights",
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,WS 308,"Latinx Feminisms: Women's Lives, Work, and Activism",
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,ST 101,Introduction to International Studies,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,SCI 325,Social Movements and Revolutions in Latin America,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,LITTRANS 252,Spanish Literary Masterpieces in Translation,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,DANCE 318,Cultural Cross Currents: West African Dance/Music in the Americas,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,SCI 321,Latin-American Politics,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,ST 325,Social Movements and Revolutions in Latin America,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,ST 423,Social Mobilization in Latin America,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,LACIS 285,Race and Culture in the Americas,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,CHICLA 478,Border and Race Studies in Latin America,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,SPANISH 480,Topics in Latin American Performance/Visual Studies,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,E 319,The International Agricultural Economy,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,SCI 350,World Hunger and Malnutrition,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,ST 373,"Globalization, Poverty and Development",
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,ST 374,The Growth and Development of Nations in the Global Economy,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,BOTANY 265,Rainforests and Coral Reefs,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,SOC 222,"Food, Culture, and Society",
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,ECOL 100,Forests of the World,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,PL 644,International Development and Gender,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,ST 339,Environmental Conservation,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,GEOG 340,World Regions in Global Context,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,GEOG 348,Latin America,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,HORT 370,World Vegetable Crops,
"Latin American, Caribbean, and Ib...",Non–L&S students pursuing an L&S major,AGRONOMY 376,Tropical Horticultural Systems,
